transaction_id,date,store_id,customer_id,product_id,quantity,payment_method,discount_pct,unit_price,line_total
T502664,2024-01-26,S103,C1049,P10109,1,Cash,0.0,5.39,5.39
T502665,2024-05-30,S103,C1134,P10014,1,Card,0.0,4.73,4.73
T502666,2024-08-08,S106,C1117,P10069,1,Card,0.0,8.01,8.01
T502667,2024-12-06,S110,C1059,P10060,1,Cash,0.05,6.39,6.07
T502668,2024-08-24,S103,C1124,P10055,2,Cash,0.0,17.04,34.08
T502669,2024-08-24,S110,C1115,P10009,1,Card,0.1,5.65,5.09
T502670,2024-08-06,S109,C1172,P10045,2,Card,0.0,3.05,6.1
T502671,2024-05-30,S111,C1186,P10079,1,Cash,0.15,7.02,5.97
T502672,2024-05-02,S110,C1087,P10108,2,Card,0.0,6.81,13.62
T502673,2024-05-23,S103,C1202,P10074,2,Cash,0.0,7.04,14.08
T502674,2024-07-07,S101,C1181,P10056,1,Card,0.0,9.14,9.14
T502675,2024-09-11,S101,C1167,P10034,1,Card,0.0,7.13,7.13
T502676,2024-03-08,S103,C1180,P10071,1,Cash,0.05,1.66,1.58
T502677,2024-04-13,S103,C1299,P10091,1,Cash,0.0,6.02,6.02
T502678,2024-12-01,S108,C1129,P10002,1,Card,0.05,15.03,14.28
T502679,2024-06-07,S110,C1148,P10065,1,Cash,0.0,2.52,2.52
T502680,2024-11-04,S104,C1208,P10052,1,Cash,0.0,12.68,12.68
T502681,2024-12-27,S100,C1110,P10077,3,Card,0.0,8.22,24.66
T502682,2024-10-26,S103,C1136,P10051,1,Card,0.0,4.68,4.68
T502683,2024-03-30,S101,C1210,P10092,3,Cash,0.05,4.4,12.54
T502684,2024-12-22,S103,C1145,P10052,1,Card,0.0,13.19,13.19
T502685,2024-09-12,S103,C1083,P10053,1,Card,0.2,7.23,5.78
T502686,2024-12-18,S100,C1029,P10046,1,Card,0.0,15.01,15.01
T502687,2024-08-07,S103,C1064,P10002,1,Card,0.15,13.35,11.35
T502688,2024-01-09,S102,C1023,P10064,2,QR,0.0,16.69,33.38
T502689,2024-01-12,S104,C1210,P10014,4,Card,0.0,4.7,18.8
T502690,2024-11-20,S103,C1221,P10083,1,Cash,0.0,3.95,3.95
T502691,2024-08-31,S103,C1089,P10085,3,Cash,0.05,2.58,7.35
T502692,2024-06-30,S103,C1105,P10033,2,Cash,0.05,5.84,11.1
T502693,2024-10-10,S111,C1171,P10049,3,Cash,0.0,21.17,63.51
T502694,2024-11-07,S103,C1229,P10032,1,Cash,0.0,4.91,4.91
T502695,2024-04-08,S103,C1076,P10072,4,Card,0.0,10.77,43.08
T502696,2024-07-15,S106,C1067,P10002,2,Cash,0.0,14.24,28.48
T502697,2024-12-31,S103,C1091,P10001,1,Card,0.2,1.71,1.37
T502698,2024-08-13,S111,C1087,P10003,1,Card,0.0,10.38,10.38
T502699,2024-11-28,S103,C1049,P10015,1,QR,0.0,3.88,3.88
T502700,2024-04-12,S103,C1102,P10053,1,Card,0.0,7.86,7.86
T502701,2024-04-15,S101,C1045,P10032,2,Card,0.0,4.58,9.16
T502702,2024-12-30,S103,C1178,P10008,2,Card,0.05,4.35,8.26
T502703,2024-02-27,S103,C1266,P10056,2,Card,0.0,9.31,18.62
T502704,2024-03-18,S102,C1267,P10039,1,Card,0.0,7.35,7.35
T502705,2024-03-15,S103,C1007,P10101,1,Card,0.0,6.64,6.64
T502706,2024-02-11,S103,C1264,P10051,1,Card,0.0,4.59,4.59
T502707,2024-11-19,S101,C1077,P10081,2,Card,0.0,9.81,19.62
T502708,2024-06-29,S106,C1239,P10015,1,Cash,0.0,4.01,4.01
T502709,2024-02-02,S104,C1257,P10007,1,Cash,0.0,7.02,7.02
T502710,2024-03-11,S103,C1195,P10086,-1,Cash,0.0,6.55,-6.55
T502711,2024-02-25,S103,C1130,P10059,1,Cash,0.0,7.0,7.0
T502712,2024-04-14,S106,C1260,P10035,1,Cash,0.0,1.41,1.41
T502713,2024-07-18,S103,C1241,P10002,1,Card,0.0,13.2,13.2
T502714,2024-04-10,S103,C1170,P10014,3,Cash,0.0,4.59,13.77
T502715,2024-09-12,S103,C1146,P10101,1,Card,0.0,6.53,6.53
T502716,2024-11-02,S103,C1269,P10096,2,Card,0.0,8.8,17.6
T502717,2024-03-14,S111,C1148,P10081,1,Card,0.0,9.77,9.77
T502718,2024-06-19,S105,C1298,P10022,2,QR,0.0,3.73,7.46
T502719,2024-05-22,S101,C1027,P10106,1,Cash,0.15,8.04,6.83
T502720,2024-06-14,S103,C1148,P10002,2,Card,0.0,14.59,29.18
T502721,2024-09-17,S110,C1279,P10029,2,Cash,0.0,3.76,7.52
T502722,2024-08-08,S101,C1181,P10044,1,QR,0.0,4.87,4.87
T502723,2024-03-23,S111,C1165,P10016,3,Cash,0.0,10.57,31.71
T502724,2024-06-30,S111,C1016,P10113,1,Card,0.05,2.75,2.61
T502725,2024-11-02,S101,C1149,P10057,2,Cash,0.05,5.88,11.17
T502726,2024-01-10,S111,C1044,P10057,1,Card,0.0,6.09,6.09
T502727,2024-01-04,S103,C1188,P10095,3,Cash,0.0,6.35,19.05
T502728,2024-12-16,S110,C1138,P10109,2,Card,0.0,5.54,11.08
T502729,2024-12-01,S103,C1060,P10056,1,Card,0.15,9.06,7.7
T502730,2024-10-18,S103,C1293,P10006,1,QR,0.0,4.51,4.51
T502731,2024-10-07,S104,C1032,P10038,2,Card,0.0,9.9,19.8
T502732,2024-08-02,S106,C1298,P10077,2,Card,0.0,7.53,15.06
T502733,2024-04-07,S100,C1111,P10057,4,Cash,0.0,6.11,24.44
T502734,2024-04-10,S103,C1290,P10055,1,Card,0.0,17.07,17.07
T502735,2024-01-09,S103,C1036,P10014,1,Cash,0.1,4.84,4.36
T502736,2024-03-01,S103,C1099,P10043,1,Card,0.0,8.19,8.19
T502737,2024-11-04,S103,C1022,P10011,1,Cash,0.05,10.01,9.51
T502738,2024-05-25,S103,C1217,P10007,1,Card,0.1,6.7,6.03
T502739,2024-03-03,S103,C1088,P10079,1,Card,0.1,6.88,6.19
T502740,2024-04-30,S101,C1208,P10040,1,Card,0.0,5.12,5.12
T502741,2024-08-13,S102,C1270,P10033,1,Card,0.0,5.64,5.64
T502742,2024-04-14,S100,C1236,P10045,1,Cash,0.0,2.8,2.8
T502743,2024-09-16,S103,C1208,P10087,2,Cash,0.1,6.65,11.97
T502744,2024-12-14,S111,C1277,P10119,1,QR,0.0,14.02,14.02
T502745,2024-09-11,S101,C1205,P10028,1,Cash,0.0,8.59,8.59
T502746,2024-07-25,S111,C1077,P10015,1,Card,0.0,3.79,3.79
T502747,2024-01-28,S106,C1097,P10004,1,Card,0.0,13.7,13.7
T502748,2024-06-18,S104,C1093,P10004,3,Card,0.0,14.47,43.41
T502749,2024-12-01,S104,C1079,P10115,1,Cash,0.0,4.21,4.21
T502750,2024-03-16,S109,C1037,P10029,2,Card,0.0,3.79,7.58
T502751,2024-04-25,S101,C1227,P10116,1,Card,0.0,10.03,10.03
T502752,2024-03-09,S103,C1133,P10049,2,Card,0.0,20.12,40.24
T502753,2024-12-19,S106,C1195,P10113,1,QR,0.0,2.86,2.86
T502754,2024-08-21,S103,C1281,P10004,1,Cash,0.0,14.41,14.41
T502755,2024-01-01,S109,C1100,P10106,2,Card,0.0,7.58,15.16
T502756,2024-06-15,S101,C1074,P10012,1,Cash,0.0,5.41,5.41
T502757,2024-12-17,S106,C1293,P10098,2,Cash,0.05,4.17,7.92
T502758,2024-08-05,S103,C1207,P10048,1,Cash,0.0,7.26,7.26
T502759,2024-09-29,S103,C1082,P10088,2,Cash,0.0,6.93,13.86
T502760,2024-09-07,S103,C1142,P10049,3,Card,0.0,20.72,62.16
T502761,2024-12-12,S104,C1055,P10013,4,Cash,0.0,9.63,38.52
T502762,2024-12-09,S110,C1286,P10107,1,Card,0.0,13.72,13.72
T502763,2024-06-22,S103,C1210,P10045,1,Cash,0.0,2.91,2.91
T502764,2024-06-18,S109,C1178,P10089,4,Cash,0.0,35.11,140.44
T502765,2024-09-02,S103,C1057,P10081,2,Cash,0.0,9.69,19.38
T502766,2024-03-30,S101,C1072,P10083,1,Card,0.1,3.97,3.57
T502767,2024-02-18,S101,C1214,P10033,1,Cash,0.0,5.58,5.58
T502768,2024-10-20,S101,C1265,P10070,1,QR,0.0,7.5,7.5
T502769,2024-05-29,S103,C1072,P10046,5,Cash,0.0,16.2,81.0
T502770,2024-05-11,S103,C1270,P10059,1,Card,0.0,7.11,7.11
T502771,2024-02-28,S106,C1233,P10073,1,Cash,0.0,4.48,4.48
T502772,2024-11-19,S106,C1018,P10078,2,Cash,0.0,4.95,9.9
T502773,2024-07-17,S100,C1112,P10080,3,Card,0.0,7.13,21.39
T502774,2024-08-02,S103,C1062,P10010,2,Card,0.0,5.74,11.48
T502775,2024-02-18,S103,C1183,P10097,1,Cash,0.0,5.05,5.05
T502776,2024-08-19,S103,C1276,P10090,1,Cash,0.0,53.34,53.34
T502777,2024-09-03,S102,C1161,P10084,3,Cash,0.0,3.2,9.6
T502778,2024-08-26,S101,C1242,P10094,2,QR,0.0,9.94,19.88
T502779,2024-06-16,S111,C1144,P10049,2,Card,0.0,20.98,41.96
T502780,2024-02-17,S108,C1145,P10003,2,Card,0.0,10.7,21.4
T502781,2024-02-20,S102,C1080,P10040,1,Card,0.05,5.54,5.26
T502782,2024-10-25,S103,C1042,P10058,2,Card,0.0,12.0,24.0
T502783,2024-04-07,S103,C1292,P10059,1,Card,0.2,6.96,5.57
T502784,2024-08-03,S107,C1175,P10112,1,Card,0.15,5.56,4.73
T502785,2024-06-25,S103,C1068,P10080,2,Card,0.0,7.1,14.2
T502786,2024-03-20,S101,C1055,P10112,1,Cash,0.0,5.03,5.03
T502787,2024-07-03,S106,C1118,P10061,1,Card,0.0,10.05,10.05
T502788,2024-01-27,S103,C1203,P10111,1,Card,0.0,7.8,7.8
T502789,2024-07-13,S103,C1054,P10083,1,Card,0.1,4.16,3.74
T502790,2024-08-01,S103,C1037,P10024,2,Cash,0.0,8.87,17.74
T502791,2024-12-07,S103,C1242,P10103,2,Card,0.0,8.23,16.46
T502792,2024-04-23,S103,C1200,P10086,1,Card,0.0,6.18,6.18
T502793,2024-08-29,S103,C1235,P10078,1,Cash,0.0,5.14,5.14
T502794,2024-05-03,S103,C1014,P10032,1,Card,0.05,4.65,4.42
T502795,2024-10-31,S100,C1143,P10018,1,Card,0.2,10.08,8.06
T502796,2024-03-16,S106,C1076,P10056,2,Card,0.0,9.39,18.78
T502797,2024-11-06,S102,C1262,P10014,1,QR,0.0,4.84,4.84
T502798,2024-11-07,S100,C1184,P10040,2,Card,0.0,5.39,10.78
T502799,2024-07-14,S104,C1054,P10068,1,Card,0.0,3.95,3.95
T502800,2024-12-16,S106,C1003,P10079,1,Card,0.05,6.93,6.58
T502801,2024-02-13,S109,C1298,P10059,1,Card,0.0,6.61,6.61
T502802,2024-07-04,S103,C1039,P10108,1,Card,0.0,6.64,6.64
T502803,2024-12-08,S103,C1229,P10111,2,Card,0.0,8.44,16.88
T502804,2024-09-02,S106,C1285,P10095,1,Card,0.0,6.47,6.47
T502805,2024-03-24,S106,C1137,P10021,1,Cash,0.0,2.78,2.78
T502806,2024-07-25,S103,C1102,P10042,3,Cash,0.0,4.32,12.96
T502807,2024-05-30,S110,C1006,P10031,1,Cash,0.0,7.52,7.52
T502808,2024-06-04,S101,C1163,P10012,1,Card,0.0,5.03,5.03
T502809,2024-01-16,S111,C1275,P10037,4,Cash,0.0,10.86,43.44
T502810,2024-06-13,S110,C1048,P10025,1,Cash,0.0,6.92,6.92
T502811,2024-05-24,S106,C1095,P10115,2,Card,0.0,4.2,8.4
T502812,2024-02-06,S111,C1058,P10080,1,Cash,0.1,7.73,6.96
T502813,2024-11-28,S106,C1230,P10004,1,Cash,0.05,13.61,12.93
T502814,2024-02-14,S103,C1176,P10048,-1,Cash,0.0,7.39,-7.39
T502815,2024-07-24,S103,C1089,P10096,1,Card,0.0,8.05,8.05
T502816,2024-03-02,S101,C1281,P10090,1,Card,0.0,52.13,52.13
T502817,2024-12-21,S103,C1035,P10004,1,Card,0.0,14.05,14.05
T502818,2024-11-03,S106,C1170,P10100,2,Cash,0.05,14.4,27.36
T502819,2024-01-19,S103,C1125,P10070,2,Cash,0.0,7.57,15.14
T502820,2024-12-30,S103,C1298,P10047,1,Cash,0.0,4.4,4.4
T502821,2024-10-26,S103,C1203,P10017,1,QR,0.0,6.76,6.76
T502822,2024-01-07,S110,C1288,P10094,1,Card,0.0,10.1,10.1
T502823,2024-09-05,S100,C1096,P10005,2,Card,0.15,5.69,9.67
T502824,2024-04-26,S103,C1237,P10065,1,QR,0.05,2.33,2.21
T502825,2024-03-08,S102,C1172,P10076,1,Cash,0.0,3.44,3.44
T502826,2024-02-03,S106,C1087,P10041,1,Cash,0.0,9.2,9.2
T502827,2024-07-12,S101,C1016,P10116,4,Card,0.0,10.33,41.32
T502828,2024-11-20,S104,C1139,P10051,1,Card,0.0,4.5,4.5
T502829,2024-02-24,S103,C1253,P10010,1,Card,0.0,5.62,5.62
T502830,2024-09-22,S103,C1277,P10025,1,Card,0.0,6.69,6.69
T502831,2024-02-11,S111,C1150,P10020,2,Card,0.2,2.9,4.64
T502832,2024-10-23,S100,C1139,P10065,2,Card,0.0,2.52,5.04
T502833,2024-08-18,S103,C1113,P10039,2,Card,0.0,6.99,13.98
T502834,2024-01-10,S100,C1067,P10055,2,Cash,0.0,16.3,32.6
T502835,2024-12-23,S103,C1178,P10117,1,Card,0.0,9.23,9.23
T502836,2024-05-07,S103,C1124,P10050,1,Card,0.1,4.42,3.98
T502837,2024-06-27,S103,C1232,P10019,2,Card,0.0,8.66,17.32
T502838,2024-07-11,S101,C1146,P10080,1,Cash,0.15,7.04,5.98
T502839,2024-04-01,S103,C1110,P10079,1,Cash,0.0,7.07,7.07
T502840,2024-08-18,S105,C1237,P10056,2,Cash,0.15,9.45,16.06
T502841,2024-03-18,S106,C1002,P10105,2,QR,0.0,11.39,22.78
T502842,2024-03-25,S103,C1210,P10004,4,Cash,0.0,14.14,56.56
T502843,2024-01-30,S103,C1024,P10013,5,Card,0.0,9.2,46.0
T502844,2024-07-31,S103,C1183,P10023,1,Card,0.0,3.01,3.01
T502845,2024-02-18,S103,C1060,P10114,3,Card,0.0,18.95,56.85
T502846,2024-09-21,S102,C1122,P10067,1,Card,0.0,4.98,4.98
T502847,2024-05-24,S103,C1054,P10051,2,QR,0.0,4.71,9.42
T502848,2024-03-09,S103,C1162,P10047,1,Card,0.2,4.5,3.6
T502849,2024-02-27,S103,C1186,P10087,1,Card,0.0,6.76,6.76
T502850,2024-07-03,S103,C1038,P10046,3,Cash,0.1,15.07,40.69
T502851,2024-03-02,S111,C1184,P10059,1,Card,0.0,6.9,6.9
T502852,2024-11-03,S103,C1082,P10072,2,Card,0.0,10.26,20.52
T502853,2024-10-22,S104,C1194,P10002,1,Cash,0.0,13.95,13.95
T502854,2024-06-14,S109,C1033,P10118,1,Card,0.15,13.59,11.55
T502855,2024-06-19,S103,C1112,P10008,1,Card,0.0,4.39,4.39
T502856,2024-03-03,S103,C1229,P10081,1,Card,0.0,9.83,9.83
T502857,2024-05-26,S103,C1282,P10099,-1,Cash,0.0,9.62,-9.62
T502858,2024-11-01,S100,C1286,P10082,1,Card,0.0,6.84,6.84
T502859,2024-06-09,S103,C1154,P10023,2,Cash,0.05,2.86,5.43
T502860,2024-05-20,S106,C1164,P10003,1,Cash,0.0,9.97,9.97
T502861,2024-11-29,S100,C1181,P10008,1,Card,0.0,3.93,3.93
T502862,2024-04-06,S103,C1238,P10096,3,QR,0.0,8.28,24.84
T502863,2024-08-08,S106,C1136,P10000,1,Cash,0.0,6.76,6.76
T502864,2024-02-12,S106,C1265,P10115,1,Card,0.0,3.89,3.89
T502865,2024-10-18,S103,C1186,P10114,2,Card,0.0,18.21,36.42
T502866,2024-04-17,S106,C1039,P10034,2,Card,0.0,6.86,13.72
T502867,2024-09-22,S103,C1166,P10073,2,Card,0.0,4.67,9.34
T502868,2024-04-04,S102,C1259,P10011,5,Card,0.0,9.71,48.55
T502869,2024-09-18,S103,C1142,P10017,1,Card,0.0,6.47,6.47
T502870,2024-11-08,S103,C1203,P10077,4,Card,0.1,7.79,28.04
T502871,2024-03-11,S111,C1175,P10009,3,Card,0.0,5.72,17.16
T502872,2024-08-06,S101,C1261,P10073,2,Cash,0.0,4.52,9.04
T502873,2024-01-21,S103,C1251,P10017,1,Card,0.0,6.62,6.62
T502874,2024-04-01,S103,C1199,P10023,2,Card,0.0,2.91,5.82
T502875,2024-05-06,S103,C1198,P10000,1,Card,0.0,6.44,6.44
T502876,2024-03-20,S100,C1195,P10093,2,Card,0.0,7.94,15.88
T502877,2024-11-07,S103,C1076,P10078,1,Card,0.05,4.88,4.64
T502878,2024-08-25,S109,C1018,P10071,2,Cash,0.0,1.59,3.18
T502879,2024-06-30,S103,C1061,P10098,1,Card,0.0,4.03,4.03
T502880,2024-01-25,S103,C1280,P10081,1,Card,0.0,10.01,10.01
T502881,2024-06-04,S103,C1249,P10104,2,Card,0.0,4.05,8.1
T502882,2024-01-05,S103,C1226,P10015,1,Card,0.0,4.07,4.07
T502883,2024-04-29,S103,C1126,P10084,1,Card,0.0,3.07,3.07
T502884,2024-10-03,S109,C1057,P10014,1,Card,0.0,4.85,4.85
T502885,2024-01-18,S111,C1203,P10061,2,Cash,0.0,10.67,21.34
T502886,2024-07-16,S103,C1242,P10004,1,Cash,0.05,14.32,13.6
T502887,2024-02-26,S103,C1251,P10044,1,Card,0.0,4.75,4.75
T502888,2024-04-02,S110,C1198,P10117,1,Cash,0.0,9.04,9.04
T502889,2024-01-19,S103,C1239,P10051,2,Card,0.0,4.54,9.08
T502890,2024-12-18,S103,C1138,P10070,2,Cash,0.0,7.56,15.12
T502891,2024-07-11,S103,C1121,P10111,1,Card,0.0,7.77,7.77
T502892,2024-08-24,S106,C1048,P10006,1,Cash,0.05,4.88,4.64
T502893,2024-10-03,S103,C1114,P10026,1,Card,0.0,4.82,4.82
T502894,2024-08-14,S109,C1250,P10088,3,Card,0.0,7.12,21.36
T502895,2024-08-20,S106,C1006,P10085,2,Card,0.05,2.79,5.3
T502896,2024-02-09,S103,C1218,P10111,1,Cash,0.0,8.3,8.3
T502897,2024-11-18,S106,C1076,P10012,1,Card,0.0,5.39,5.39
T502898,2024-06-01,S108,C1178,P10016,1,Cash,0.0,10.28,10.28
T502899,2024-05-06,S103,C1144,P10104,2,Cash,0.0,4.29,8.58
T502900,2024-08-24,S102,C1153,P10043,1,Cash,0.0,8.53,8.53
T502901,2024-02-24,S100,C1120,P10012,2,Cash,0.15,5.48,9.32
T502902,2024-06-20,S103,C1123,P10089,1,Card,0.0,37.07,37.07
T502903,2024-04-18,S103,C1149,P10072,1,Card,0.0,10.46,10.46
T502904,2024-12-19,S103,C1267,P10004,1,Card,0.0,14.18,14.18
T502905,2024-07-02,S103,C1000,P10102,2,QR,0.0,9.37,18.74
T502906,2024-07-16,S110,C1160,P10032,3,Cash,0.0,4.73,14.19
T502907,2024-03-27,S103,C1243,P10003,1,Card,0.0,10.43,10.43
T502908,2024-07-19,S103,C1250,P10091,1,Card,0.0,6.12,6.12
T502909,2024-12-02,S103,C1063,P10025,1,Card,0.1,6.56,5.9
T502910,2024-11-17,S103,C1298,P10067,2,Cash,0.0,5.16,10.32
T502911,2024-10-01,S103,C1247,P10015,2,Card,0.0,4.24,8.48
T502912,2024-07-29,S103,C1296,P10100,1,Cash,0.0,13.5,13.5
T502913,2024-04-27,S102,C1114,P10021,1,Card,0.0,2.75,2.75
T502914,2024-07-09,S106,C1294,P10035,2,Card,0.0,1.52,3.04
T502915,2024-02-11,S106,C1000,P10101,2,Card,0.0,6.9,13.8
T502916,2024-02-11,S103,C1040,P10057,1,Cash,0.0,5.83,5.83
T502917,2024-11-10,S106,C1172,P10054,1,Cash,0.0,6.75,6.75
T502918,2024-10-02,S106,C1087,P10034,2,Cash,0.0,7.11,14.22
T502919,2024-11-24,S102,C1097,P10024,1,Cash,0.05,9.72,9.23
T502920,2024-01-17,S111,C1087,P10071,1,Cash,0.0,1.7,1.7
T502921,2024-10-09,S109,C1250,P10080,1,QR,0.0,7.32,7.32
T502922,2024-09-14,S103,C1140,P10060,1,Cash,0.0,6.54,6.54
T502923,2024-03-03,S103,C1070,P10017,1,Cash,0.0,6.54,6.54
T502924,2024-03-02,S101,C1136,P10113,4,Card,0.0,2.85,11.4
T502925,2024-04-09,S102,C1098,P10057,1,Card,0.0,6.35,6.35
T502926,2024-01-19,S106,C1150,P10075,1,Card,0.0,12.94,12.94
T502927,2024-01-17,S103,C1174,P10056,1,Card,0.0,9.18,9.18
T502928,2024-11-20,S106,C1166,P10096,1,Cash,0.0,8.46,8.46
T502929,2024-09-02,S106,C1256,P10086,2,Card,0.05,6.28,11.93
T502930,2024-09-07,S103,C1223,P10062,3,Card,0.0,8.84,26.52
T502931,2024-03-21,S106,C1064,P10011,1,Card,0.0,10.16,10.16
T502932,2024-02-08,S100,C1068,P10010,4,QR,0.0,5.7,22.8
T502933,2024-02-05,S103,C1066,P10012,1,Card,0.0,5.39,5.39
T502934,2024-07-15,S104,C1049,P10034,1,Card,0.0,7.07,7.07
T502935,2024-06-06,S100,C1090,P10026,1,Cash,0.0,4.8,4.8
T502936,2024-07-22,S100,C1114,P10088,1,Card,0.0,7.01,7.01
T502937,2024-07-14,S110,C1056,P10103,1,QR,0.0,8.08,8.08
T502938,2024-08-03,S106,C1017,P10066,1,Card,0.2,5.16,4.13
T502939,2024-10-11,S103,C1271,P10112,1,Cash,0.0,5.36,5.36
T502940,2024-07-14,S106,C1129,P10088,1,Card,0.15,6.67,5.67
T502941,2024-11-02,S108,C1268,P10044,1,Cash,0.0,4.65,4.65
T502942,2024-05-31,S103,C1079,P10073,1,Card,0.0,4.7,4.7
T502943,2024-01-14,S100,C1298,P10080,2,Card,0.0,7.48,14.96
T502944,2024-11-20,S111,C1201,P10066,2,Card,0.0,5.16,10.32
T502945,2024-05-25,S103,C1224,P10108,1,Card,0.05,6.58,6.25
T502946,2024-02-26,S101,C1158,P10021,1,Cash,0.0,2.69,2.69
T502947,2024-07-29,S103,C1203,P10101,2,Card,0.0,6.95,13.9
T502948,2024-09-24,S106,C1136,P10077,1,Card,0.0,8.03,8.03
T502949,2024-07-28,S103,C1072,P10090,2,Card,0.0,53.73,107.46
T502950,2024-01-17,S103,C1047,P10041,1,Card,0.0,9.52,9.52
T502951,2024-10-12,S103,C1017,P10019,1,Cash,0.0,8.74,8.74
T502952,2024-12-09,S111,C1266,P10047,1,Card,0.0,4.29,4.29
T502953,2024-07-21,S103,C1018,P10017,4,Card,0.05,6.44,24.47
T502954,2024-04-08,S103,C1099,P10076,3,QR,0.0,3.34,10.02
T502955,2024-10-05,S111,C1115,P10105,3,Cash,0.0,12.03,36.09
T502956,2024-07-27,S102,C1073,P10069,1,Cash,0.0,7.88,7.88
T502957,2024-05-08,S111,C1279,P10073,2,Card,0.0,4.38,8.76
T502958,2024-11-30,S111,C1268,P10100,1,Card,0.0,13.71,13.71
T502959,2024-10-14,S110,C1124,P10092,2,Card,0.0,4.5,9.0
T502960,2024-09-08,S103,C1115,P10005,1,QR,0.0,5.61,5.61
T502961,2024-09-21,S104,C1173,P10038,2,Cash,0.0,10.38,20.76
T502962,2024-09-27,S106,C1180,P10010,3,Cash,0.0,5.75,17.25
T502963,2024-07-06,S111,C1225,P10111,1,Cash,0.0,7.91,7.91
T502964,2024-08-01,S102,C1156,P10024,1,Card,0.0,9.17,9.17
T502965,2024-10-09,S106,C1163,P10107,1,Cash,0.0,13.9,13.9
T502966,2024-07-29,S103,C1070,P10107,1,Card,0.15,14.06,11.95
T502967,2024-12-30,S102,C1221,P10093,1,Card,0.05,8.19,7.78
T502968,2024-03-16,S103,C1125,P10054,2,Card,0.1,6.84,12.31
T502969,2024-05-27,S108,C1144,P10083,1,Cash,0.0,3.83,3.83
T502970,2024-11-16,S103,C1175,P10057,1,Card,0.0,6.48,6.48
T502971,2024-07-31,S103,C1151,P10036,1,Card,0.0,4.7,4.7
T502972,2024-04-18,S111,C1181,P10015,1,QR,0.0,3.94,3.94
T502973,2024-05-08,S103,C1084,P10094,1,Card,0.0,10.42,10.42
T502974,2024-01-10,S103,C1120,P10092,1,Card,0.0,4.07,4.07
T502975,2024-02-16,S103,C1128,P10069,1,QR,0.0,7.89,7.89
T502976,2024-11-10,S103,C1005,P10092,-1,Cash,0.0,4.27,-4.27
T502977,2024-04-05,S106,C1182,P10095,2,Card,0.0,6.85,13.7
T502978,2024-04-12,S111,C1037,P10072,1,Card,0.2,10.95,8.76
T502979,2024-12-07,S103,C1115,P10036,5,Card,0.0,4.93,24.65
T502980,2024-05-25,S106,C1101,P10052,2,Cash,0.05,13.12,24.93
T502981,2024-01-27,S101,C1007,P10086,1,Card,0.0,6.34,6.34
T502982,2024-08-07,S103,C1217,P10015,1,Cash,0.0,3.8,3.8
T502983,2024-01-18,S103,C1206,P10017,1,Card,0.0,6.3,6.3
T502984,2024-06-15,S100,C1077,P10018,2,Cash,0.0,10.41,20.82
T502985,2024-03-22,S103,C1054,P10043,1,Card,0.0,8.41,8.41
T502986,2024-03-12,S103,C1227,P10001,2,Card,0.0,1.71,3.42
T502987,2024-11-05,S100,C1087,P10057,1,Card,0.0,6.12,6.12
T502988,2024-09-10,S103,C1009,P10009,1,Card,0.0,6.11,6.11
T502989,2024-06-10,S103,C1289,P10075,1,Cash,0.0,12.76,12.76
T502990,2024-11-22,S103,C1163,P10045,1,Cash,0.0,2.71,2.71
T502991,2024-02-07,S111,C1238,P10081,1,Card,0.0,9.25,9.25
T502992,2024-07-19,S104,C1143,P10018,1,QR,0.0,10.4,10.4
T502993,2024-07-18,S103,C1017,P10037,2,Card,0.05,11.13,21.15
T502994,2024-09-11,S111,C1070,P10036,2,Card,0.0,4.79,9.58
T502995,2024-06-27,S107,C1174,P10090,1,Card,0.0,52.12,52.12
T502996,2024-02-04,S103,C1287,P10111,1,QR,0.0,7.77,7.77
T502997,2024-03-22,S101,C1298,P10077,1,Card,0.0,7.79,7.79
T502998,2024-08-07,S105,C1247,P10044,2,Card,0.0,4.75,9.5
T502999,2024-06-06,S103,C1192,P10116,1,Card,0.0,10.26,10.26
T503000,2024-01-04,S107,C1267,P10033,1,Card,0.0,5.54,5.54
T503001,2024-06-15,S106,C1203,P10001,1,Card,0.0,1.66,1.66
T503002,2024-07-22,S104,C1122,P10043,1,Card,0.1,8.68,7.81
T503003,2024-07-12,S111,C1057,P10096,4,Card,0.0,8.18,32.72
T503004,2024-08-22,S103,C1200,P10082,2,Card,0.0,7.25,14.5
T503005,2024-07-24,S101,C1111,P10026,1,Card,0.0,4.81,4.81
T503006,2024-05-29,S109,C1127,P10047,2,Card,0.0,4.35,8.7
T503007,2024-06-07,S103,C1035,P10093,3,Cash,0.05,7.71,21.97
T503008,2024-10-05,S106,C1233,P10006,1,Cash,0.0,4.9,4.9
T503009,2024-10-30,S111,C1046,P10026,2,Card,0.0,4.82,9.64
T503010,2024-06-14,S106,C1114,P10084,1,Card,0.1,3.22,2.9
T503011,2024-11-06,S103,C1254,P10070,2,Card,0.0,7.56,15.12
T503012,2024-03-08,S103,C1222,P10111,1,Cash,0.0,7.79,7.79
T503013,2024-03-28,S103,C1123,P10088,4,Card,0.0,7.14,28.56
T503014,2024-08-04,S103,C1159,P10101,1,Cash,0.0,6.7,6.7
T503015,2024-01-01,S104,C1095,P10017,2,Card,0.05,6.56,12.46
T503016,2024-05-14,S106,C1106,P10032,1,Card,0.15,4.54,3.86
T503017,2024-07-03,S105,C1119,P10032,1,Card,0.0,4.58,4.58
